"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"United States of America","2016","Total","Both Sexes","Chesapeake (VA)","City proper","Estimate - de jure","Final figure, complete","2017","237940","2,3"
"United States of America","2016","Total","Both Sexes","Chicago (IL)","City proper","Estimate - de jure","Final figure, complete","2017","2704958","2,3"
"United States of America","2016","Total","Both Sexes","Chula Vista (CA)","City proper","Estimate - de jure","Final figure, complete","2017","267172","2,3"
"United States of America","2016","Total","Both Sexes","Cincinnati (OH)","City proper","Estimate - de jure","Final figure, complete","2017","298800","2,3"
"United States of America","2016","Total","Both Sexes","Clarksville (TN)","City proper","Estimate - de jure","Final figure, complete","2017","150287","2,3"
"United States of America","2016","Total","Both Sexes","Clearwater (FL)","City proper","Estimate - de jure","Final figure, complete","2017","114361","2,3"
"United States of America","2016","Total","Both Sexes","Cleveland (OH)","City proper","Estimate - de jure","Final figure, complete","2017","385809","2,3"
"United States of America","2016","Total","Both Sexes","Clovis (CA)","City proper","Estimate - de jure","Final figure, complete","2017","106583","2,3"
"United States of America","2016","Total","Both Sexes","College Station (TX)","City proper","Estimate - de jure","Final figure, complete","2017","112141","2,3"
"United States of America","2016","Total","Both Sexes","Colorado Springs (CO)","City proper","Estimate - de jure","Final figure, complete","2017","465101","2,3"
"United States of America","2016","Total","Both Sexes","Columbia (MO)","City proper","Estimate - de jure","Final figure, complete","2017","120612","2,3"
"United States of America","2016","Total","Both Sexes","Columbia (SC)","City proper","Estimate - de jure","Final figure, complete","2017","134309","2,3"
"United States of America","2016","Total","Both Sexes","Columbus (GA)","City proper","Estimate - de jure","Final figure, complete","2017","197485","2,3"
"United States of America","2016","Total","Both Sexes","Columbus (OH)","City proper","Estimate - de jure","Final figure, complete","2017","860090","2,3"
"United States of America","2016","Total","Both Sexes","Concord (CA)","City proper","Estimate - de jure","Final figure, complete","2017","128726","2,3"
"United States of America","2016","Total","Both Sexes","Coral Springs (FL)","City proper","Estimate - de jure","Final figure, complete","2017","130059","2,3"
"United States of America","2016","Total","Both Sexes","Corona (CA)","City proper","Estimate - de jure","Final figure, complete","2017","166785","2,3"
"United States of America","2016","Total","Both Sexes","Corpus Christi (TX)","City proper","Estimate - de jure","Final figure, complete","2017","325733","2,3"
"United States of America","2016","Total","Both Sexes","Costa Mesa (CA)","City proper","Estimate - de jure","Final figure, complete","2017","112822","2,3"
"United States of America","2016","Total","Both Sexes","Dallas (TX)","City proper","Estimate - de jure","Final figure, complete","2017","1317929","2,3"
"United States of America","2016","Total","Both Sexes","Daly City (CA)","City proper","Estimate - de jure","Final figure, complete","2017","106472","2,3"
"United States of America","2016","Total","Both Sexes","Davenport (IA)","City proper","Estimate - de jure","Final figure, complete","2017","102612","2,3"
"United States of America","2016","Total","Both Sexes","Davie (FL)","City proper","Estimate - de jure","Final figure, complete","2017","101871","2,3"
"United States of America","2016","Total","Both Sexes","Dayton (OH)","City proper","Estimate - de jure","Final figure, complete","2017","140489","2,3"
"United States of America","2016","Total","Both Sexes","Denton (TX)","City proper","Estimate - de jure","Final figure, complete","2017","133808","2,3"
"United States of America","2016","Total","Both Sexes","Denver (CO)","City proper","Estimate - de jure","Final figure, complete","2017","693060","2,3"
"United States of America","2016","Total","Both Sexes","Des Moines (IA)","City proper","Estimate - de jure","Final figure, complete","2017","215472","2,3"
"United States of America","2016","Total","Both Sexes","Detroit (MI)","City proper","Estimate - de jure","Final figure, complete","2017","672795","2,3"
"United States of America","2016","Total","Both Sexes","Downey (CA)","City proper","Estimate - de jure","Final figure, complete","2017","113267","2,3"
"United States of America","2016","Total","Both Sexes","Durham (NC)","City proper","Estimate - de jure","Final figure, complete","2017","263016","2,3"
"United States of America","2016","Total","Both Sexes","El Cajon (CA)","City proper","Estimate - de jure","Final figure, complete","2017","103768","2,3"
"United States of America","2016","Total","Both Sexes","El Monte (CA)","City proper","Estimate - de jure","Final figure, complete","2017","115807","2,3"
"United States of America","2016","Total","Both Sexes","El Paso (TX)","City proper","Estimate - de jure","Final figure, complete","2017","683080","2,3"
"United States of America","2016","Total","Both Sexes","Elgin (IL)","City proper","Estimate - de jure","Final figure, complete","2017","112123","2,3"
"United States of America","2016","Total","Both Sexes","Elizabeth (NJ)","City proper","Estimate - de jure","Final figure, complete","2017","128640","2,3"
"United States of America","2016","Total","Both Sexes","Elk Grove (CA)","City proper","Estimate - de jure","Final figure, complete","2017","169743","2,3"
"United States of America","2016","Total","Both Sexes","Escondido (CA)","City proper","Estimate - de jure","Final figure, complete","2017","151613","2,3"
"United States of America","2016","Total","Both Sexes","Eugene (OR)","City proper","Estimate - de jure","Final figure, complete","2017","166575","2,3"
"United States of America","2016","Total","Both Sexes","Evansville (IN)","City proper","Estimate - de jure","Final figure, complete","2017","119477","2,3"
"United States of America","2016","Total","Both Sexes","Everett (WA)","City proper","Estimate - de jure","Final figure, complete","2017","109043","2,3"
"United States of America","2016","Total","Both Sexes","Fairfield (CA)","City proper","Estimate - de jure","Final figure, complete","2017","114756","2,3"
"United States of America","2016","Total","Both Sexes","Fargo (ND)","City proper","Estimate - de jure","Final figure, complete","2017","120762","2,3"
"United States of America","2016","Total","Both Sexes","Fayetteville (NC)","City proper","Estimate - de jure","Final figure, complete","2017","204759","2,3"
"United States of America","2016","Total","Both Sexes","Fontana (CA)","City proper","Estimate - de jure","Final figure, complete","2017","209665","2,3"
"United States of America","2016","Total","Both Sexes","Fort Collins (CO)","City proper","Estimate - de jure","Final figure, complete","2017","164207","2,3"
"United States of America","2016","Total","Both Sexes","Fort Lauderdale (FL)","City proper","Estimate - de jure","Final figure, complete","2017","178752","2,3"
"United States of America","2016","Total","Both Sexes","Fort Wayne (IN)","City proper","Estimate - de jure","Final figure, complete","2017","264488","2,3"
"United States of America","2016","Total","Both Sexes","Fort Worth (TX)","City proper","Estimate - de jure","Final figure, complete","2017","854113","2,3"
"United States of America","2016","Total","Both Sexes","Fremont (CA)","City proper","Estimate - de jure","Final figure, complete","2017","233136","2,3"
